item_number,category,product,vendor_id,vendor_name,bottle_ml,pack_size,inner_pack,age,proof,list_date,list_year,upc,scc,state_bottle_cost,state_case_cost,state_bottle_retail,report_date
967601,MISC. IMPORTED CORDIALS & LIQUEURS,Patron XO Cafe Incendio,410,The Patron Spirits Company,375,12,1,0,60,08/13/2014,2014,,,6.85,82.1,10.28,01/04/16
967603,MISC. IMPORTED CORDIALS & LIQUEURS,Patron XO Cafe Incendio,410,The Patron Spirits Company,750,6,1,0,60,08/13/2014,2014,721733002092,721733002092,14.5,86.96,21.75,01/04/16
989646,TEQUILA,Patron Anejo Barrel Select Program,410,The Patron Spirits Company,750,12,1,0,80,08/12/2014,2014,,,31,372,46.5,01/04/16
993880,DECANTERS & SPECIALTY PACKAGES,Patron XO Cafe w/2 Shot Glasses HA,410,The Patron Spirits Company,750,6,1,0,70,09/01/2014,2014,721733801725,721733801725,14.5,86.96,21.75,01/04/16
967599,COFFEE LIQUEURS,Patron XO Cafe Dark Cocoa,410,The Patron Spirits Company,750,6,1,0,60,03/01/2015,2015,721733001286,721733001286,14.5,86.96,21.75,01/04/16
964694,,Patron Citronge Mango,410,The Patron Spirits Company,750,12,1,0,70,08/01/2015,2015,721733002078,721733002078,13.75,165,20.63,01/04/16
988297,,Patron Silver Liter Special Edition,410,The Patron Spirits Company,1000,3,1,0,80,09/01/2015,2015,721733002320,721733002320,26.66,79.98,39.99,01/04/16
88297,TEQUILA,Patron Silver Special Edition,410,The Patron Spirits Company,1000,6,1,0,80,10/01/2015,2015,721733002320,721733002320,40,240,60,01/04/16
35785,VODKA 80 PROOF,Cupcake Vodka Original,483,The Wine Group,750,12,1,0,80,08/01/2011,2011,81308001777,81308001777,7.5,89.94,11.25,01/04/16
42035,VODKA FLAVORED,Cupcake Vodka Frosting,483,The Wine Group,750,12,1,0,70,08/01/2011,2011,81308001807,81308001807,7.5,89.94,11.25,01/04/16
58788,AMERICAN COCKTAILS,Coyote Gold Margarita,483,The Wine Group,1750,6,1,0,74,09/20/2011,2011,,,3.88,23.25,5.82,01/04/16
62208,AMERICAN COCKTAILS,Lulu B Chocolate Martini,483,The Wine Group,750,12,1,0,30,04/01/2012,2012,57496004104,57496004104,6.5,78,9.75,01/04/16
62212,AMERICAN COCKTAILS,Lulu B Margarita,483,The Wine Group,750,12,1,0,25,04/01/2012,2012,57496004418,57496004418,6.5,78,9.75,01/04/16
915572,IRISH WHISKIES,Concannon Irish Whiskey,483,The Wine Group,750,6,1,0,80,09/20/2012,2012,81908000170,81908000170,10,59.97,14.99,01/04/16
15772,IRISH WHISKIES,Concannon,483,The Wine Group,750,6,1,0,80,04/01/2013,2013,81908000170,81908000170,10,60,15,01/04/16
27127,STRAIGHT RYE WHISKIES,Three Rangers Whiskey,210,Three Rangers,750,12,1,1,84,01/01/2016,2016,91037620149,91037620149,24,288,36,01/04/16
904513,IMPORTED VODKA,Vampyre Red Vodka,468,"Ti Beverage Group, Ltd",750,12,1,0,80,08/19/2009,2009,,,12.83,154,19.25,01/04/16
904528,IMPORTED VODKA,Vampyre Clear Vodka,468,"Ti Beverage Group, Ltd",750,12,1,0,80,08/19/2009,2009,,,12.83,154,19.25,01/04/16
902209,SINGLE MALT SCOTCH,Edradour 10yr Sing Malt Scotch,477,Total Beverage Solutions,750,6,1,0,86,02/01/1994,1994,80432531174,80432531174,32.67,196,49.01,01/04/16
904327,IMPORTED ALE,Weihenstephan Korbinian,477,Total Beverage Solutions,500,20,1,0,15,08/15/2007,2007,,,1.83,36.6,2.29,01/04/16
904330,IMPORTED ALE,Weihenstephan Vitus Weizenbock,477,Total Beverage Solutions,500,20,1,0,15,08/15/2007,2007,,,1.83,36.6,2.29,01/04/16
902181,TEQUILA,Zafarrancho Tequila,477,Total Beverage Solutions,750,6,1,0,80,09/01/2007,2007,733270200213,733270200213,21.67,130,32.51,01/04/16
902897,SINGLE MALT SCOTCH,Signatory Glenrothes 12yr,477,Total Beverage Solutions,750,6,1,0,80,09/01/2007,2007,,,31.67,190,47.51,01/04/16
903129,SINGLE MALT SCOTCH,Signatory Rosebank,477,Total Beverage Solutions,750,6,1,0,80,09/01/2007,2007,,,51.67,310,77.51,01/04/16
903346,SINGLE MALT SCOTCH,Signatory Longmore,477,Total Beverage Solutions,750,6,1,0,80,09/01/2007,2007,,,37,222,55.5,01/04/16
903543,SINGLE MALT SCOTCH,Signatory Laphroaig,477,Total Beverage Solutions,750,6,1,0,80,09/01/2007,2007,,,27.67,166,41.51,01/04/16
903831,SINGLE MALT SCOTCH,Signatory Cragganmore 10yr,477,Total Beverage Solutions,750,6,1,0,92,05/01/2008,2008,,,28.67,172,43.01,01/04/16
903860,SINGLE MALT SCOTCH,Tullibardine 14yr,477,Total Beverage Solutions,750,6,1,0,80,05/01/2008,2008,,,29.67,178,44.51,01/04/16
903243,SINGLE MALT SCOTCH,Signatory Bunnahabhain 10yr,477,Total Beverage Solutions,750,6,1,0,92,09/17/2008,2008,,,30.67,184,46.01,01/04/16
904412,IMPORTED ALE,Weihenstephan Korbinian 30l Keg,477,Total Beverage Solutions,29582,1,1,0,15,02/16/2009,2009,,,93.5,93.5,116.88,01/04/16
904451,IMPORTED ALE,Weihenstephan Vitus 30l Keg,477,Total Beverage Solutions,29582,1,1,0,15,02/20/2009,2009,,,93.5,93.5,116.88,01/04/16
904458,IMPORTED ALE,Shipyard Pugsley Imperial Porter,477,Total Beverage Solutions,650,12,1,0,14,02/20/2009,2009,,,5.17,62,6.46,01/04/16
904461,IMPORTED ALE,Shipyard Pugsley Barley Wine,477,Total Beverage Solutions,650,12,1,0,17,02/20/2009,2009,,,5.17,62,6.46,01/04/16
924412,IMPORTED ALE,Weihenstephan Korbinian 30l,477,Total Beverage Solutions,29582,1,1,0,15,07/01/2009,2009,,,125,125,156.25,01/04/16
924478,IMPORTED ALE,Affligem Blonde,477,Total Beverage Solutions,331,24,1,0,15,07/01/2009,2009,,,1.33,32,1.67,01/04/16
924479,IMPORTED ALE,Affligem Blonde 20l Keg,477,Total Beverage Solutions,20000,1,1,0,15,07/01/2009,2009,,,120,120,150,01/04/16
924480,IMPORTED ALE,Affligem Dubbel,477,Total Beverage Solutions,750,12,1,0,15,07/01/2009,2009,,,4.42,53,5.52,01/04/16
924481,IMPORTED ALE,Affligem Trippel,477,Total Beverage Solutions,750,12,1,0,15,07/01/2009,2009,80069242221,80069242221,4.42,53,5.52,01/04/16
924482,IMPORTED ALE,Shipyard Pugsley Xxxx Ipa,477,Total Beverage Solutions,650,12,1,0,17,07/01/2009,2009,,,5.17,62,6.46,01/04/16
924491,IMPORTED ALE,Weihenstephan Vitus 30l,477,Total Beverage Solutions,29582,1,1,0,15,07/01/2009,2009,,,125,125,156.25,01/04/16
924533,IMPORTED ALE,Moretti La Rossa Dopplebock,477,Total Beverage Solutions,355,24,1,0,14,10/22/2009,2009,,,1.38,33.13,1.73,01/04/16
924547,IMPORTED ALE,Shipyard Pugsley Smashed Pumpkin,477,Total Beverage Solutions,650,12,1,0,18,10/22/2009,2009,,,6.46,77.5,8.07,01/04/16
924558,IMPORTED ALE,Greene King Hen's Tooth,477,Total Beverage Solutions,500,12,1,0,13,10/22/2009,2009,,,3.07,36.88,3.84,01/04/16
904737,SINGLE MALT SCOTCH,Edradour Unchillfiltered 10yr,477,Total Beverage Solutions,750,6,1,0,92,04/12/2010,2010,,,36.78,220.7,55.17,01/04/16
904738,SINGLE MALT SCOTCH,Edradour Caledonia 12yr,477,Total Beverage Solutions,750,6,1,0,92,04/12/2010,2010,,,38.45,230.7,57.68,01/04/16
904757,IRISH WHISKIES,Danny Boy Irish Whiskey,477,Total Beverage Solutions,750,12,1,0,80,04/23/2010,2010,,,13.83,166,20.75,01/04/16
904912,MISC. IMPORTED CORDIALS & LIQUEURS,Jumbie Liqueur,477,Total Beverage Solutions,750,6,1,0,60,10/25/2010,2010,761494100019,761494100019,14.36,86.15,21.54,01/04/16
942330,PUERTO RICO & VIRGIN ISLANDS RUM,Ron Abuelo Anejo 7yr,477,Total Beverage Solutions,750,12,1,0,80,04/20/2011,2011,,,11.06,132.72,16.59,01/04/16
942332,PUERTO RICO & VIRGIN ISLANDS RUM,Ron Abuelo 12yr,477,Total Beverage Solutions,750,12,1,0,80,04/20/2011,2011,,,16.85,202.18,25.28,01/04/16
901230,TEQUILA,Tres Agaves Reposado,478,Trinchero Family Estates,750,6,1,0,80,04/16/2013,2013,,,17.67,106,26.51,01/04/16
87398,TEQUILA,Cruz Del Sol Silver,478,Trinchero Family Estates,750,6,1,0,80,10/01/2013,2013,890344002019,890344002019,25.17,151,37.76,01/04/16
88780,TEQUILA,Tres Agaves Blanco,478,Trinchero Family Estates,750,6,1,0,80,10/01/2013,2013,854125003008,854125003008,15.17,91,22.76,01/04/16
89085,TEQUILA,Cruz Del Sol Reposado,478,Trinchero Family Estates,750,6,1,0,80,10/01/2013,2013,890344002002,890344002002,27.17,163,40.76,01/04/16
89885,TEQUILA,Tres Agaves Anejo,478,Trinchero Family Estates,750,6,1,0,80,10/01/2013,2013,854125003022,854125003022,20.17,121,30.26,01/04/16
89889,TEQUILA,Tres Agaves Reposado,478,Trinchero Family Estates,750,6,1,0,80,10/01/2013,2013,854125003015,854125003015,17.67,106,26.51,01/04/16
42230,SPICED RUM,Sugar Island Spiced,478,Trinchero Family Estates,750,12,1,0,92,05/01/2014,2014,85200027545,85200027545,10,120,15,01/04/16
42233,FLAVORED RUM,Sugar Island Coconut,478,Trinchero Family Estates,750,12,1,0,92,05/01/2014,2014,85200027521,85200027521,10,120,15,01/04/16
36896,VODKA 80 PROOF,Menage a Trois,478,Trinchero Family Estates,750,12,1,0,80,07/01/2014,2014,99988071225,99988071225,12.5,149.92,18.75,01/04/16
40105,VODKA FLAVORED,Menage a Trois Berry,478,Trinchero Family Estates,750,12,1,0,80,07/01/2014,2014,99988071256,99988071256,12.5,149.92,18.75,01/04/16
40107,VODKA FLAVORED,Menage a Trois Citrus,478,Trinchero Family Estates,750,12,1,0,80,07/01/2014,2014,99988071263,99988071263,12.5,149.92,18.75,01/04/16
552,DECANTERS & SPECIALTY PACKAGES,Menage a Trois VAP,478,Trinchero Family Estates,750,6,1,0,80,12/01/2014,2014,99988371479,99988371479,12.41,74.46,18.62,01/04/16
904826,MISC. IMPORTED CORDIALS & LIQUEURS,Ty Ku Citrus Premium Liqueur,469,"TY KU, LLC",750,6,1,0,40,06/09/2009,2009,,,14,84,21,01/04/16
904606,MISC. IMPORTED CORDIALS & LIQUEURS,Ty Ku Soju,469,"TY KU, LLC",750,6,1,0,48,11/30/2009,2009,,,17,102,25.5,01/04/16
67067,DISTILLED SPIRITS SPECIALTY,Ty Ku Super Premium Soju,469,"TY KU, LLC",750,6,1,0,48,06/01/2011,2011,736040512783,736040512783,12.67,76,19.01,01/04/16
67159,MISC. IMPORTED CORDIALS & LIQUEURS,Ty Ku Premium Liqueur,469,"TY KU, LLC",750,6,1,0,40,06/01/2011,2011,736040018254,736040018254,12.67,76,19.01,01/04/16
29119,AMERICAN DRY GINS,Aviation American Gin,469,"TY KU, LLC",750,6,1,0,84,05/01/2015,2015,853507000024,853507000024,14.17,85.02,21.26,01/04/16
68066,CREAM LIQUEURS,Baitz Island Cream Liqueur,467,Tyfield Imp. D/B/A Masterpieces,750,12,1,0,34,06/01/1994,1994,,,7.03,84.3,10.55,01/04/16
904147,IMPORTED ALE,Maudite 6x4,455,"Unibrew USA, Inc.",355,24,1,0,18,07/12/2006,2006,,,1.47,35.32,1.84,01/04/16
904148,IMPORTED ALE,Fin Du Monde 6x4,455,"Unibrew USA, Inc.",355,24,1,0,18,07/12/2006,2006,,,1.47,35.32,1.84,01/04/16
904149,IMPORTED ALE,Trois Pistoles 6x4,455,"Unibrew USA, Inc.",355,24,1,0,18,07/12/2006,2006,,,1.47,35.32,1.84,01/04/16
904150,IMPORTED ALE,Maudite,455,"Unibrew USA, Inc.",750,12,1,0,18,07/12/2006,2006,,,4.06,48.71,5.07,01/04/16
904151,IMPORTED ALE,Fin Du Monde,455,"Unibrew USA, Inc.",750,12,1,0,18,07/12/2006,2006,,,4.06,48.71,5.07,01/04/16
904152,IMPORTED ALE,Don De Dieu 6x4,455,"Unibrew USA, Inc.",355,24,1,0,16,07/12/2006,2006,,,1.47,35.32,1.84,01/04/16
904153,IMPORTED ALE,Unibroue Terrible,455,"Unibrew USA, Inc.",750,12,1,0,21,07/12/2006,2006,,,4.67,56.06,5.84,01/04/16
904154,IMPORTED ALE,Unibroue Edition 2005,455,"Unibrew USA, Inc.",750,12,1,0,20,07/12/2006,2006,,,4.08,49,5.1,01/04/16
904155,IMPORTED ALE,Unibroue Sampler Pack 3x8,455,"Unibrew USA, Inc.",355,24,1,0,18,07/12/2006,2006,,,1.31,31.46,1.64,01/04/16
904156,IMPORTED ALE,Unibroue 15,455,"Unibrew USA, Inc.",750,12,1,0,20,07/12/2006,2006,,,4.08,49,5.1,01/04/16
904290,IMPORTED ALE,Fin Du Monde 6l,455,"Unibrew USA, Inc.",6000,1,1,0,15,05/18/2007,2007,,,82.55,82.55,103.19,01/04/16
904291,IMPORTED ALE,Trois Pistoles,455,"Unibrew USA, Inc.",750,12,1,0,15,05/16/2007,2007,,,3.8,45.58,4.75,01/04/16
904292,IMPORTED ALE,Quelque Chose 6 Pak,455,"Unibrew USA, Inc.",750,6,1,0,15,05/18/2007,2007,,,5.45,32.69,6.81,01/04/16
904293,IMPORTED ALE,Seigneuriale,455,"Unibrew USA, Inc.",750,12,1,0,15,05/18/2007,2007,,,3.8,45.58,4.75,01/04/16
904294,IMPORTED ALE,Unibroue Edition 2005,455,"Unibrew USA, Inc.",750,12,1,0,15,05/18/2007,2007,,,4.14,49.7,5.18,01/04/16
904295,IMPORTED ALE,Unibroue 16,455,"Unibrew USA, Inc.",750,12,1,0,15,05/18/2007,2007,,,4.27,51.2,5.33,01/04/16
904439,IMPORTED ALE,Fin Du Monde Gift Pack 2b+2g,455,"Unibrew USA, Inc.",750,4,1,0,18,01/02/2008,2008,,,12.4,49.59,15.5,01/04/16
904395,IMPORTED ALE,Quatre-Centieme,455,"Unibrew USA, Inc.",750,12,1,0,15,05/01/2008,2008,,,4.27,51.2,5.33,01/04/16
904396,IMPORTED ALE,Unibroue 17,455,"Unibrew USA, Inc.",750,12,1,0,20,05/01/2008,2008,,,4.27,51.2,5.33,01/04/16
904415,IMPORTED ALE,Maudite 20l Keg,455,"Unibrew USA, Inc.",29349,1,1,0,15,08/01/2008,2008,,,81.84,81.84,102.3,01/04/16
904416,IMPORTED ALE,Fin Du Monde 1.5l 10th Anniversary,455,"Unibrew USA, Inc.",152,1,1,0,18,01/02/2009,2009,,,27.48,27.48,34.35,01/04/16
904430,IMPORTED ALE,Maudite 1.5l 15th Anniversary,455,"Unibrew USA, Inc.",1500,1,1,0,16,01/02/2009,2009,,,26.18,26.18,32.73,01/04/16
904440,IMPORTED ALE,Unibroue Taster Pack Hi,455,"Unibrew USA, Inc.",355,6,1,0,18,01/02/2009,2009,,,5.89,35.32,7.36,01/04/16
924566,IMPORTED ALE,Maudite 30l Kegs,455,"Unibrew USA, Inc.",29582,1,1,0,15,07/24/2009,2009,,,142.9,142.9,178.63,01/04/16
924511,IMPORTED ALE,Trois Pistoles 20l Keg,455,"Unibrew USA, Inc.",20000,1,1,0,18,02/05/2010,2010,,,81.84,81.84,102.3,01/04/16
912401,CANADIAN WHISKIES,Canadian Ltd Whisky,225,United Distillers USA,50,120,1,0,80,04/01/1990,1990,,,0.38,45.19,0.56,01/04/16
11196,CANADIAN WHISKIES,Order Of Merit Canadian Why.,225,United Distillers USA,750,12,1,0,80,05/01/1995,1995,,,10.32,123.87,15.48,01/04/16
62815,AMERICAN COCKTAILS,Party A Go Go Appletini,320,Urban Brands And Spirits,1750,6,1,0,40,11/01/2005,2005,,,9,53.97,13.5,01/04/16
62819,AMERICAN COCKTAILS,Party A Go Go Cosmopolitan,320,Urban Brands And Spirits,1750,6,1,0,40,11/01/2005,2005,,,9,53.97,13.5,01/04/16
904686,IMPORTED GRAPE BRANDIES,Kehlibar Brandy,321,USB Corporation,750,6,1,0,80,02/11/2009,2009,,,13.62,81.7,20.43,01/04/16
902357,MISC. IMPORTED CORDIALS & LIQUEURS,Molinari Sambuca Extra,486,Van Gogh Imports,750,6,1,0,84,03/20/2007,2007,,,13.2,79.2,19.8,01/04/16
902677,IMPORTED ALE,Saison Dupont Belgian Ale,484,Vanberg & Dewulf,750,12,1,0,13,06/02/2005,2005,,,4.5,53.95,5.62,01/04/16
902786,IMPORTED ALE,Saison Dupont Champagne Split,484,Vanberg & Dewulf,375,12,1,0,13,06/02/2005,2005,,,2.5,29.95,3.12,01/04/16
902858,IMPORTED ALE,Moinette Artisanal Blonde Ale,484,Vanberg & Dewulf,331,24,1,0,17,06/02/2005,2005,,,2.46,58.95,3.07,01/04/16
903585,IMPORTED ALE,Foret Organic Saison Ale,484,Vanberg & Dewulf,750,12,1,0,15,06/02/2005,2005,,,5,59.95,6.24,01/04/16
903679,IMPORTED ALE,Dubuisson Scaldis Special Belgian Ale,484,Vanberg & Dewulf,250,24,1,0,24,06/02/2005,2005,,,2.21,52.92,2.76,01/04/16
903703,IMPORTED ALE,E Dupont Biere De Miel,484,Vanberg & Dewulf,750,12,1,0,16,06/02/2005,2005,,,4.75,56.95,5.93,01/04/16
903758,IMPORTED ALE,Castelain Blonde French Biere De Garde,484,Vanberg & Dewulf,750,6,1,0,13,06/02/2005,2005,,,5.33,31.95,6.66,01/04/16
903820,IMPORTED ALE,Boon Geuze Belgian Beer,484,Vanberg & Dewulf,355,12,1,0,13,06/02/2005,2005,,,3.75,44.95,4.68,01/04/16
904023,IMPORTED ALE,Foret Organic Saison Ale,484,Vanberg & Dewulf,331,24,1,0,15,10/03/2005,2005,,,2.37,56.95,2.97,01/04/16
904024,IMPORTED ALE,Witkap Triple Abbey Ale,484,Vanberg & Dewulf,331,24,1,0,13,10/01/2005,2005,,,2.33,55.95,2.91,01/04/16
904190,IMPORTED ALE,Boon Kriek Cherry Lambic,484,Vanberg & Dewulf,355,12,1,0,15,11/08/2006,2006,,,4,47.95,4.99,01/04/16
904191,IMPORTED ALE,Boon Framboise,484,Vanberg & Dewulf,355,12,1,0,15,11/08/2006,2006,,,4.5,53.95,5.62,01/04/16
904192,IMPORTED ALE,Boon Oude Kriek,484,Vanberg & Dewulf,375,12,1,0,15,11/08/2006,2006,,,4.58,54.95,5.72,01/04/16
904193,IMPORTED ALE,Scaldis Prestige,484,Vanberg & Dewulf,750,6,1,0,15,11/08/2006,2006,,,22.5,135,28.13,01/04/16
904194,IMPORTED ALE,Scaldis Noel,484,Vanberg & Dewulf,250,24,1,0,15,11/08/2006,2006,,,2.25,53.95,2.81,01/04/16
904195,IMPORTED ALE,Scaldis Premium Noel,484,Vanberg & Dewulf,750,8,1,0,15,11/08/2006,2006,,,8.62,68.95,10.77,01/04/16
904196,IMPORTED ALE,Witkap Singel,484,Vanberg & Dewulf,331,24,1,0,15,11/08/2006,2006,,,2.25,53.95,2.81,01/04/16
904197,IMPORTED ALE,Dupont Les Bons Voeux,484,Vanberg & Dewulf,750,12,1,0,15,11/08/2006,2006,,,5.16,61.95,6.45,01/04/16
904198,IMPORTED ALE,Blanches Des Moines,484,Vanberg & Dewulf,750,12,1,0,15,11/08/2006,2006,,,4.5,53.95,5.62,01/04/16
904199,IMPORTED ALE,Boon Oude Geuze,484,Vanberg & Dewulf,355,12,1,0,15,11/08/2006,2006,,,4.25,50.95,5.31,01/04/16
904335,IMPORTED ALE,Saison Dupont 4-Pack,484,Vanberg & Dewulf,331,24,1,0,15,08/28/2007,2007,,,2.25,53.95,2.81,01/04/16
904336,IMPORTED ALE,Witkap Triple Keg,484,Vanberg & Dewulf,20000,1,1,0,15,08/28/2007,2007,,,109.95,109.95,137.44,01/04/16
924446,IMPORTED ALE,Saison Dupont 20l Keg,484,Vanberg & Dewulf,20000,1,1,0,15,07/17/2009,2009,,,115.95,115.95,144.94,01/04/16
924452,IMPORTED ALE,Moinette Artisanal Bruine,484,Vanberg & Dewulf,331,24,1,0,15,07/17/2009,2009,,,2.46,58.95,3.07,01/04/16
924510,IMPORTED ALE,Scaldis Refermentee Special,484,Vanberg & Dewulf,30000,6,1,0,15,07/17/2009,2009,,,6.66,39.95,8.32,01/04/16
924512,IMPORTED ALE,Witkap Dubbele,484,Vanberg & Dewulf,331,24,1,0,14,07/17/2009,2009,,,2.33,55.95,2.91,01/04/16
902142,MISCELLANEOUS  BRANDIES,Maraska Slivovitz,313,Vision Wine and Spirits,750,6,1,0,80,06/15/1993,1993,89683100061,89683100061,14.61,87.64,21.92,01/04/16
902874,MISC. IMPORTED CORDIALS & LIQUEURS,Maraska Kruskovac Pear Liqueur,313,Vision Wine and Spirits,750,6,1,0,56,04/08/1999,1999,,,14.64,87.84,21.96,01/04/16
51326,MISCELLANEOUS  BRANDIES,Maraska Slivovitz,313,Vision Wine and Spirits,750,6,1,0,80,06/01/2006,2006,,,14.6,87.58,21.9,01/04/16
412,STRAIGHT BOURBON WHISKIES,John B. Stetson Kentucky Straight Bourbon,313,Vision Wine and Spirits,750,6,1,0,84,06/01/2014,2014,83103303193,83103303193,15,90,22.5,01/04/16
28656,IMPORTED DRY GINS,Master's Gin,313,Vision Wine and Spirits,750,6,1,0,88,10/01/2015,2015,855153005019,855153005019,17.17,103.02,25.76,01/04/16
65788,MISC. IMPORTED CORDIALS & LIQUEURS,Maraska Kruskovac,313,Vision Wine and Spirits,750,6,1,0,56,10/01/2015,2015,752279131137,752279131137,10.34,62.04,15.51,01/04/16
964545,,The Bitter Truth E.X.R Liqueur,313,Vision Wine and Spirits,750,6,1,0,60,12/01/2015,2015,810255020209,810255020209,20,120,30,01/04/16
964555,,The Bitter Truth Pimento Dram,313,Vision Wine and Spirits,750,6,1,0,44,12/01/2015,2015,810255020117,810255020117,18.67,112.02,28.01,01/04/16
964556,,The Bitter Truth Apricot Liqueur,313,Vision Wine and Spirits,750,6,1,0,44,12/01/2015,2015,810255020094,810255020094,18.67,112.02,28.01,01/04/16
964558,,The Bitter Truth Violet Liqueur,313,Vision Wine and Spirits,750,6,1,0,44,12/01/2015,2015,810255020087,810255020087,18.67,112.02,28.01,01/04/16
964559,,The Bitter Truth Elderflower Liqueur,313,Vision Wine and Spirits,750,6,1,0,44,12/01/2015,2015,810255020100,810255020100,18.67,112.02,28.01,01/04/16
964565,IMPORTED DRY GINS,The Bitter Truth Pink Gin,313,Vision Wine and Spirits,750,6,1,0,80,12/01/2015,2015,810255020124,810255020124,21.84,131.04,32.76,01/04/16
906148,IRISH WHISKIES,Spinnaker-Speyside Single Malt Scotch Whiskey,313,Vision Wine and Spirits,750,6,1,0,80,02/01/2016,2016,5010327925974,5010327925974,26.66,159.96,39.99,01/04/16
964543,,The Bitter Truth Golden Falernum Liqueur,313,Vision Wine and Spirits,750,6,1,0,36,02/01/2016,2016,810255020223,810255020223,18.67,112.02,28.01,01/04/16
902471,TEQUILA,Chamucos Tequila,488,Vital Beverages,750,12,1,0,80,04/19/2007,2007,872326000275,872326000275,25.83,310,38.75,01/04/16
902452,VODKA 80 PROOF,Hendrix Electric Vodka,488,Vital Beverages,750,6,1,0,80,08/29/2007,2007,,,16.5,99,24.75,01/04/16
902147,TEQUILA,Tequila Solo Blanco,488,Vital Beverages,750,6,1,0,80,10/03/2008,2008,,,22.83,137,34.25,01/04/16
902178,TEQUILA,Tequila Solo Reposado,488,Vital Beverages,750,6,1,0,80,10/03/2008,2008,,,25.33,152,38,01/04/16
903237,TEQUILA,Tequila Solo Anejo,488,Vital Beverages,750,6,1,0,80,10/03/2008,2008,,,28,168,42,01/04/16
977599,DISTILLED SPIRITS SPECIALTY,Red Eye Louie's Vodquila,502,Vodquila LLC,750,6,1,0,80,12/04/2013,2013,823586000017,823586000017,11.84,71,17.76,01/04/16
902779,MISC. IMPORTED CORDIALS & LIQUEURS,Licor 43 (cuarenta Y Tres),978,"W. J. Deutsch And Sons, Ltd.",750,12,1,0,68,03/14/1995,1995,,,12.74,152.9,19.11,01/04/16
902234,MISC. IMPORTED CORDIALS & LIQUEURS,Licor 43,978,"W. J. Deutsch And Sons, Ltd.",375,24,1,0,62,07/20/1999,1999,,,6.42,154.04,9.63,01/04/16
28406,IMPORTED DRY GINS,Citadelle Gin,978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,88,09/01/2002,2002,,,13.33,79.97,20,01/04/16
48406,IMPORTED DRY GINS,Citadelle Gin,978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,88,09/01/2002,2002,,,13.33,79.97,20,01/04/16
903880,IMPORTED VODKA,Luksusowa Potato Vodka,978,"W. J. Deutsch And Sons, Ltd.",750,12,1,0,80,07/01/2003,2003,,,7.46,89.5,11.19,01/04/16
903268,IMPORTED DRY GINS,Citadelle Gin(dno),978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,88,09/24/2004,2004,,,14.46,86.75,21.69,01/04/16
67220,MISC. IMPORTED CORDIALS & LIQUEURS,Villa Massa Limoncello,978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,60,07/01/2009,2009,83664869879,83664869879,15,90,22.5,01/04/16
904951,IMPORTED VODKA,Luksusowa Potato Vodka Mini,978,"W. J. Deutsch And Sons, Ltd.",502,12,1,0,80,11/16/2010,2010,,,5.04,60.5,7.56,01/04/16
928406,IMPORTED DRY GINS,Citadelle Gin,978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,80,03/22/2011,2011,,,14.5,87,21.75,01/04/16
965817,MISC. IMPORTED CORDIALS & LIQUEURS,Mathilde Poires,978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,80,03/22/2011,2011,,,12.1,72.57,18.15,01/04/16
948406,IMPORTED GRAPE BRANDIES,Landy Vsop,978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,80,04/11/2011,2011,,,20.5,123,30.75,01/04/16
34597,IMPORTED VODKA,Luksusowa Potato Vodka,978,"W. J. Deutsch And Sons, Ltd.",1000,12,1,0,80,06/01/2011,2011,,,8.17,98,12.26,01/04/16
65426,MISC. IMPORTED CORDIALS & LIQUEURS,Licor 43,978,"W. J. Deutsch And Sons, Ltd.",750,12,1,0,62,06/01/2011,2011,29929115411,29929115411,14.1,169.17,21.15,01/04/16
64017,MISC. IMPORTED CORDIALS & LIQUEURS,Adult Limeade,978,"W. J. Deutsch And Sons, Ltd.",750,12,1,0,20,11/01/2012,2012,857913002047,857913002047,9.42,113,14.13,01/04/16
71426,CREAM LIQUEURS,Adult Strawberry Milk,978,"W. J. Deutsch And Sons, Ltd.",750,12,1,0,20,11/01/2012,2012,857913002054,857913002054,9.42,113,14.13,01/04/16
78010,CREAM LIQUEURS,Adult Chocolate Milk,978,"W. J. Deutsch And Sons, Ltd.",750,12,1,0,20,11/01/2012,2012,857913002030,857913002030,9.42,113,14.13,01/04/16
71424,CREAM LIQUEURS,Adult S'Mores,978,"W. J. Deutsch And Sons, Ltd.",750,12,1,0,15,10/01/2013,2013,857913002092,857913002092,9.42,113,14.13,01/04/16
934597,IMPORTED VODKA,Luksusowa Vodka,978,"W. J. Deutsch And Sons, Ltd.",1000,12,1,0,80,11/19/2013,2013,630328000385,630328000385,8.25,99,12.38,01/04/16
966122,MISC. IMPORTED CORDIALS & LIQUEURS,Pierre Ferrand Dry Curacao,978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,40,12/10/2013,2013,695521151449,695521151449,16.5,99,24.75,01/04/16
901527,BARBADOS RUM,Plantation Rum XO 20yr,978,"W. J. Deutsch And Sons, Ltd.",750,6,1,0,80,05/30/2014,2014,695521151203,695521151203,26.8,160.8,40.2,01/04/16
